,Fighter Name,Nickname,W,L,D,Height,Weight,Reach,Stance,DOB,Age,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
177,Bryan Barberena,Bam Bam,14,7,0,"6' 0""",170 lbs.,"72""",Southpaw,3-May-89,31,4.89,3.67,0.49,0.5,0.35,0.4,0.47,0.3
178,Edson Barboza,Junior,20,8,0,"5' 11""",155 lbs.,"75""",Orthodox,21-Jan-86,34,3.97,3.54,0.41,0.64,0.59,0.53,0.86,0.1
179,Raoni Barcelos,None,15,1,0,"5' 7""",135 lbs.,"67""",Orthodox,1-May-87,33,0,0,0,0,0,0,0,0
180,Luke Barnatt,The Bigslow,8,3,0,"6' 6""",185 lbs.,"77""",Orthodox,13-Apr-88,32,4.43,3.87,0.36,0.59,0.63,0.42,0.63,0.4
181,James Barnes,None,7,2,0,"5' 8""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
182,Nick Barnes,None,11,2,0,"5' 11""",170 lbs.,NA,NA,NA,0,2.86,8.93,0.29,0.51,5.36,1,1,5.4
183,Josh Barnett,The Warmaster,35,8,0,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,43,3.2,2.11,0.5,0.57,1.26,0.55,0.55,1.4
184,Chris Barnhizer,None,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
185,David Baron,None,17,3,1,"5' 6""",155 lbs.,NA,Switch,15-Feb-73,47,1.17,2.1,0.3,0.56,0,0,0.14,0.7
186,Phil Baroni,The New York Bad Ass,14,15,0,"5' 9""",170 lbs.,"72""",Orthodox,16-Apr-76,44,2.77,3.93,0.45,0.4,1.46,0.47,0.6,0.5
187,Dan Barrera,The Fireman,3,1,0,"5' 9""",170 lbs.,NA,Orthodox,23-Dec-80,40,0.8,1.2,0.7,0.28,1,0.08,0,0
188,Carlos Barreto,None,14,9,0,"6' 4""",230 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
189,Jose Barreto,None,0,1,0,NA,185 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
190,Marc-Andre Barriault,Powerbar,11,4,0,"6' 1""",185 lbs.,"74""",Orthodox,18-Feb-90,30,4.25,4.12,0.46,0.57,0.55,0.28,0.69,0
191,David Barrios,None,4,5,0,"5' 6""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
192,Alexandre Barros,Baixinho,18,8,0,"5' 9""",170 lbs.,NA,Southpaw,19-Nov-76,44,0.98,4.05,0.4,0.36,1.84,0.5,1,0
193,Ricardo Barros,None,2,2,0,"6' 1""",205 lbs.,NA,NA,22-Mar-76,44,0,8.22,0,0.31,0,0,1,0
194,Francimar Barroso,Bodao,19,7,0,"6' 1""",205 lbs.,"75""",Orthodox,28-Feb-80,40,2.45,2.79,0.51,0.57,2.56,0.24,0.83,0
195,Pat Barry,HD,8,7,0,"5' 11""",235 lbs.,"74""",Orthodox,7-Jul-79,41,2.72,3.54,0.52,0.59,0,0,0.76,0.2
196,Enrique Barzola,El Fuerte,17,5,2,"5' 7""",145 lbs.,"70""",NA,28-Apr-89,31,3.52,2.18,0.41,0.69,5.5,0.48,0.66,0.2
197,Stephen Bass,Bigfish,10,1,0,"5' 9""",145 lbs.,NA,NA,14-Nov-82,38,4.87,5.87,0.52,0.55,0,0,0,0
198,Sean Bassett,None,0,4,0,NA,155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
199,Ryan Bastianelli,Relentless,5,2,0,"5' 5""",135 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
200,Shayna Baszler,The Queen of Spades,15,10,0,"5' 7""",135 lbs.,"67""",Orthodox,8-Aug-80,40,2.49,6.36,0.3,0.51,0.67,0.18,0.44,1.3
201,Michel Batista,El Panda,4,2,0,"6' 3""",260 lbs.,NA,NA,20-Apr-84,36,NA,NA,NA,NA,NA,NA,NA,NA
202,Mario Bautista,None,8,1,0,"5' 9""",135 lbs.,"72""",Switch,1-Jul-93,27,6.19,4.96,0.45,0.58,0.6,0.33,0.57,0
203,Chris Beal,Real Deal,10,3,0,"5' 7""",125 lbs.,"69""",Orthodox,6-Aug-85,35,3.45,3.18,0.35,0.61,1.6,0.58,0.78,0.2
204,Rudy Bears,None,13,11,0,"5' 11""",170 lbs.,NA,Southpaw,NA,0,1.27,2.53,0.29,0.5,0,0,0,0
205,Salvador Becerra,None,5,2,0,"5' 9""",155 lbs.,NA,NA,NA,0,4.57,3.83,0.31,0.58,0,0,0.66,0
206,Ariel Beck,Sunshine,4,5,0,"5' 6""",125 lbs.,"66""",NA,16-Sep-90,30,4.44,4.31,0.34,0.64,0,0,0,0
207,Jeff Bedard,Little Popeye,13,3,0,"5' 6""",145 lbs.,NA,Orthodox,6-Feb-70,50,0.8,0,0.51,1,3.43,0.66,1,2.6
208,Eric Bedard,Lucky Strikes,6,7,0,"6' 2""",239 lbs.,NA,NA,11-Sep-84,36,6.37,8.54,0.35,0.52,0,0,0,0
209,Johnny Bedford,Brutal,19,13,1,"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83,37,4.53,1.75,0.5,0.63,1.83,0.62,0.62,0
210,Chase Beebe,None,19,8,1,"5' 7""",135 lbs.,"67""",Orthodox,29-Mar-85,35,2.17,1.64,0.38,0.69,2.49,0.42,0.41,0.9
211,Lyle Beerbohm,Fancy Pants,15,2,0,"5' 10""",155 lbs.,NA,Southpaw,5-Feb-79,41,1.98,1.61,0.55,0.54,2.1,0.23,0.64,0.3
212,Mirsad Bektic,None,13,3,0,"5' 8""",145 lbs.,"70""",Orthodox,16-Feb-91,29,3.08,1.17,0.5,0.67,4.23,0.53,1,0.6
213,Diana Belbita,The Warrior Princess,13,5,0,"5' 7""",135 lbs.,NA,NA,NA,0,6.53,7.53,0.38,0.52,1,1,0.64,0
214,Alan Belcher,The Talent,17,7,0,"6' 2""",185 lbs.,"73""",Orthodox,24-Apr-84,36,2.7,3.1,0.41,0.59,0.44,0.26,0.55,0.9
215,Vitor Belfort,The Phenom,26,14,0,"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,43,1.63,2.85,0.46,0.5,1.05,0.6,0.53,0.6
216,Danilo Belluardo,Caterpillar,12,5,0,"6' 0""",155 lbs.,"74""",Southpaw,21-Jul-94,26,NA,NA,NA,NA,NA,NA,NA,NA
217,Joey Beltran,The Mexicutioner,15,9,0,"6' 1""",185 lbs.,"75""",Orthodox,8-Dec-81,39,4.92,5.27,0.36,0.54,0.48,0.18,0.75,0
218,Marco Beltran,Psycho,8,7,0,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86,34,2.07,1.93,0.37,0.63,0.7,0.5,0.46,0.2
219,Joseph Benavidez,None,28,6,0,"5' 4""",125 lbs.,"65""",Southpaw,31-Jul-84,36,3.42,2.36,0.33,0.65,1.21,0.29,0.66,0.8
220,Mike Bencic,Batman,1,2,0,"6' 0""",215 lbs.,NA,Orthodox,NA,0,0,3.32,0,0.53,0,0,0,0
221,Dave Beneteau,Dangerous,6,5,1,"6' 2""",250 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
222,Karla Benitez,None,6,2,1,"5' 3""",113 lbs.,NA,NA,NA,0,0,2.4,0,0.57,0,0,1,0
223,Gabriel Benitez,Moggly,21,8,0,"5' 8""",145 lbs.,"71""",Southpaw,15-Jun-88,32,3.68,2.66,0.41,0.7,0,0,0.46,2.1
224,Charles Bennett,Krazy Horse,25,23,2,"5' 8""",155 lbs.,NA,Orthodox,23-Nov-79,41,1.39,1.35,0.39,0.64,2.02,1,0.36,2
225,Josh Bennett,None,12,13,0,"6' 4""",259 lbs.,NA,Orthodox,NA,0,2.9,5.8,0.4,0.43,1.5,1,1,0
226,DeAnna Bennett,Vitamin D,8,3,1,"5' 4""",125 lbs.,"68""",NA,18-Nov-84,36,3.13,3.27,0.58,0.58,0,0,0,1
227,Lance Benoist,None,7,2,0,"5' 11""",170 lbs.,"73""",Southpaw,26-Aug-88,32,3.68,2.7,0.51,0.56,1.5,0.33,0.61,0
228,Joe Benoit,None,11,4,0,"5' 9""",170 lbs.,NA,Orthodox,12-Mar-82,38,0,0,0,1,0,0,0,0
229,Ryan Benoit,Baby Face,10,6,0,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89,31,2.38,3.2,0.36,0.59,0.24,0.2,0.62,0.2
230,Pat Benson,None,3,6,2,"5' 9""",155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
231,Len Bentley,None,9,4,0,"5' 9""",155 lbs.,NA,NA,30-Nov-82,38,0,0,0,0,0,0,0,0
232,Steve Berger,The Red Nosed Pitbull,21,22,2,"5' 11""",170 lbs.,NA,Orthodox,20-May-73,47,1,3.26,0.27,0.36,0.84,0.4,0.16,1.7
233,Kenneth Bergh,None,6,0,0,"6' 2""",205 lbs.,"76""",Orthodox,26-Jun-89,31,NA,NA,NA,NA,NA,NA,NA,NA
234,Bret Bergmark,The Angry Hick,6,1,1,"5' 9""",170 lbs.,NA,NA,24-Nov-73,47,2.78,2.78,0.52,0.37,4.17,1,0.5,4.2
235,Keith Berish,Sha Bang Bang,5,1,0,"6' 0""",205 lbs.,"73""",Orthodox,14-Nov-85,35,3.58,4.81,0.36,0.62,1.76,0.4,0,0
236,Dennis Bermudez,The Menace,18,9,0,"5' 6""",155 lbs.,"66""",Orthodox,13-Dec-86,34,4.36,2.99,0.45,0.56,3.85,0.41,0.86,1.2
237,Manny Bermudez,The Bermudez Triangle,14,2,0,"5' 10""",135 lbs.,"71""",Orthodox,16-Jul-94,26,NA,NA,NA,NA,NA,NA,NA,NA
238,Talita Bernardo,None,6,4,0,"5' 4""",135 lbs.,"68""",Orthodox,4-Mar-87,33,1.48,3.83,0.25,0.55,3.02,0.42,0,1
239,Dave Berry,None,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
240,Keith Berry,None,10,9,1,"6' 1""",185 lbs.,NA,NA,25-Oct-87,33,0,7.5,0,0.45,0,0,0,0
241,Dieusel Berto,None,0,3,0,"5' 9""",200 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
242,Edson Berto,Little Tiger,16,9,1,"5' 6""",155 lbs.,NA,Orthodox,5-Jul-83,37,1.76,4.62,0.36,0.47,5.47,0.4,0,2.7
243,Allen Berube,Monstah Lobstah,4,3,0,"5' 8""",155 lbs.,NA,Orthodox,25-Aug-74,46,0.92,0.92,0.8,0.33,6.87,1,0,3.4
244,Anton Berzin,The Body Snatcher,5,1,0,"6' 2""",205 lbs.,NA,Orthodox,29-Sep-89,31,4.4,6.8,0.46,0.67,2,0.28,0,1
245,Scott Bessac,None,4,6,0,"6' 4""",245 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
246,Matt Bessette,The Mangler,22,9,0,"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84,36,6.2,4.71,0.5,0.61,1.79,0.5,1,0.9
247,Fernando Bettega,None,7,5,0,NA,170 lbs.,NA,NA,10-Mar-80,40,0,0,0,0,0,0,0,0
248,Arjan Bhullar,None,9,1,0,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,34,1.6,2.13,0.48,0.71,1,1,0,0
249,Magomed Bibulatov,Chaborz,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,32,3.37,1.08,0.44,0.6,1.8,0.28,1,0
250,David Bielkheden,None,16,9,0,"5' 10""",155 lbs.,"71""",Orthodox,6-Jun-79,41,1.11,1.64,0.57,0.54,2.65,0.63,0.14,0
251,Jeremiah Billington,None,11,2,0,"5' 9""",205 lbs.,NA,Orthodox,14-Nov-77,43,1.6,7.06,0.62,0.35,0,0,0.5,0
252,Scott Bills,None,8,9,1,"5' 10""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
253,Anthony Birchak,El Toro,13,3,0,"5' 8""",135 lbs.,"69""",Orthodox,16-May-86,34,3.98,2.26,0.35,0.66,0.68,0.16,0.83,0
254,Chris Birchler,The Big Buck,7,3,0,"6' 3""",205 lbs.,"79""",Switch,5-Jun-87,33,NA,NA,NA,NA,NA,NA,NA,NA
255,Michael Bisping,The Count,31,9,0,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,41,4.33,2.71,0.38,0.65,1.05,0.43,0.63,0.3
256,Amaury Bitetti,None,5,2,0,"5' 9""",185 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
257,Jan Blachowicz,None,26,8,0,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,37,3.4,3.55,0.52,0.47,1.24,0.58,0.54,0.3
258,Jason Black,The Black Legion,23,4,1,"5' 8""",155 lbs.,NA,Orthodox,15-Jul-72,48,1.06,2.6,0.47,0.45,0.48,0.33,0.28,6.2
259,Brad Blackburn,Bad Brad,18,13,1,"5' 10""",170 lbs.,"73""",Orthodox,25-May-77,43,4.55,3.59,0.35,0.65,0.93,0.5,0.76,0.7
260,Jason Blackford,None,2,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
261,Tom Blackledge,None,10,7,0,NA,205 lbs.,NA,NA,NA,0,2.91,2.55,0.61,0.46,0,0,0.75,0
262,Maximo Blanco,Maxi,12,8,1,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,37,4.11,3.19,0.44,0.66,1.85,0.36,0.63,0.3
263,David Blanco,None,2,0,0,"5' 7""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
264,Curtis Blaydes,Razor,13,2,0,"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,29,4.75,3.2,0.48,0.56,6.38,0.48,0.25,0
265,Arlene Blencowe,Angerfist,9,6,0,"5' 5""",145 lbs.,NA,NA,11-Apr-83,37,2.31,2.1,0.43,0.43,0,0,0.55,0.6
266,Byron Bloodworth,None,6,3,0,"5' 8""",135 lbs.,"69""",Orthodox,16-Aug-83,37,1.82,5.18,0.28,0.5,0,0,0,0
267,Dashawn Boatwright,"Buck, the 400-pound Silverback",3,1,0,"6' 0""",205 lbs.,NA,Orthodox,29-Feb-88,32,NA,NA,NA,NA,NA,NA,NA,NA
268,Dan Bobish,None,17,9,0,"6' 2""",345 lbs.,NA,Southpaw,26-Jan-70,50,2.06,1.74,0.44,0.34,2.44,0.42,0,1.6
269,Mark Bocek,None,12,5,0,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81,39,2.34,2.32,0.43,0.6,3.65,0.36,0.31,1.3
270,Kyle Bochniak,Crash,8,5,0,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,33,2.58,4.18,0.35,0.61,0.67,0.25,0.67,0
271,James Bochnovic,None,8,3,0,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,31,0.63,5.19,0.2,0.22,0,0,0,0
272,Jeremy Boczulak,None,0,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
273,Tim Boetsch,The Barbarian,21,13,0,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,39,2.98,2.77,0.51,0.57,1.6,0.35,0.58,0.8
274,Galore Bofando,None,5,3,0,"5' 11""",170 lbs.,"72""",Switch,22-May-82,38,4.62,1.38,0.4,0.75,6.92,1,1,0
275,Jay Bogan,None,6,6,0,NA,145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
276,Derek Bohi,Marshmallow,8,5,0,"6' 4""",260 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
277,Jerry Bohlander,None,11,4,0,"5' 11""",199 lbs.,NA,Orthodox,12-Feb-74,46,0,0,0,0,0,0,0,0
278,Kotetsu Boku,None,18,7,2,"5' 9""",154 lbs.,NA,Orthodox,27-May-77,43,2.47,2.8,0.42,0.53,0,0,0,0
279,Kyle Bolt,None,8,4,0,"6' 2""",185 lbs.,NA,NA,NA,0,7.27,7.27,0.52,0.45,0,0,0,0
280,Luc Bondole,None,5,2,2,"6' 2""",205 lbs.,NA,NA,NA,0,3.35,2.04,0.51,0.62,0,0,0,1.8
281,Tony Bonello,The Gun,16,2,1,"6' 2""",185 lbs.,NA,NA,NA,0,0.62,12.62,0.33,0.1,0,0,0,0
282,Jesse Bongfeldt,Water,15,5,1,"6' 0""",185 lbs.,NA,Orthodox,28-Aug-80,40,2.91,1.01,0.62,0.5,1.51,0.33,0.33,0
283,Marcos Bonilla,Murder Marx,4,4,0,"5' 10""",145 lbs.,NA,NA,NA,0,0.47,0.47,0.12,0.94,0,0,0,0
284,Stephan Bonnar,The American Psycho,17,8,0,"6' 4""",205 lbs.,"78""",Orthodox,4-Apr-77,43,2.76,3.01,0.38,0.52,1.32,0.4,0.6,1
285,Rogerio Bontorin,None,16,2,0,"5' 6""",125 lbs.,"67""",Orthodox,25-Apr-92,28,2.3,3.17,0.52,0.38,1.76,0.35,0.51,1.1
286,Ray Borg,The Tazmexican Devil,13,4,0,"5' 4""",135 lbs.,"63""",Orthodox,4-Aug-93,27,1.31,1.92,0.48,0.47,2.91,0.44,0.39,1.4
287,Igor Borisov,None,1,1,0,"6' 0""",235 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
288,Tanner Boser,The Bulldozer,17,6,1,"6' 2""",258 lbs.,NA,NA,2-Aug-91,29,4.17,3.23,0.49,0.63,0,0,1,0
289,Steve Bosse,The Boss,12,2,0,"5' 11""",205 lbs.,"72""",Orthodox,29-Jul-81,39,5.99,5.38,0.52,0.5,0.92,0.33,1,0
290,Marcus Bossett,The Grasshopper,1,3,0,"6' 1""",215 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
291,Chris Bostick,None,6,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
292,Poliana Botelho,None,8,2,0,"5' 8""",115 lbs.,"67""",Orthodox,15-Dec-88,32,4.47,1.8,0.63,0.53,1,1,1,0
293,Francois Botha,White Buffalo,0,1,0,"6' 2""",260 lbs.,NA,Orthodox,28-Sep-68,52,0,1.05,0,0.77,0,0,0,0
294,Gregory Bouchelaghem,None,5,4,0,"6' 2""",183 lbs.,NA,Switch,NA,0,0.27,1.53,0.21,0.36,0,0,0.5,0
295,Roy Boughton,Black Dynamite,14,8,0,"6' 0""",205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
296,Rich Bouphanouvong,None,1,4,0,"5' 7""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
297,Mike Bourke,The Rhino,10,16,1,"6' 0""",275 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
298,Jess Bouscal,None,3,2,0,NA,155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
299,Tai Bowden,None,1,1,0,"5' 11""",230 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
300,Melton Bowen,The Punisher,0,1,0,"6' 0""",225 lbs.,NA,Orthodox,16-Jul-69,51,0,0,0,0,0,0,0,0
301,Brian Bowles,None,10,3,0,"5' 7""",135 lbs.,"70""",Orthodox,22-Jun-80,40,2.36,2.98,0.26,0.64,1.39,0.7,0.54,1.4
302,Roger Bowling,Relentless,11,5,0,"5' 9""",155 lbs.,"68""",Orthodox,5-Dec-82,38,3.9,3.86,0.47,0.51,3.09,0.43,0.27,0.9
303,Blake Bowman,None,2,4,0,"6' 2""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
304,Ashe Bowman,The Archer,9,10,0,"5' 9""",155 lbs.,NA,NA,17-Nov-76,44,2.43,4.86,0.42,0.57,0,0,0,0
305,Kyle Bradley,None,15,8,0,"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,38,1.99,3.45,0.4,0.58,0.65,0.5,0.4,0
306,Paul Bradley,The Gentleman,18,3,0,"5' 9""",170 lbs.,NA,Orthodox,13-Jun-83,37,2.26,4.13,0.32,0.56,1.12,0.16,1,0
307,Sean Brady,None,12,0,0,"5' 9""",170 lbs.,NA,NA,23-Nov-92,28,5.53,4.8,0.55,0.61,3,0.5,1,0.5
308,Ebenezer Fontes Braga,Pitbull,13,7,2,"6' 0""",199 lbs.,NA,Orthodox,14-Apr-69,51,2.42,0.42,0.5,0.71,0,0,0.9,0.6
309,Ramiz Brahimaj,None,8,2,0,"5' 10""",170 lbs.,"73""",Orthodox,17-Nov-92,28,NA,NA,NA,NA,NA,NA,NA,NA
310,Joe Brammer,The South Side Strangler,7,3,1,"5' 8""",155 lbs.,NA,Orthodox,23-Aug-83,37,2.15,2.8,0.31,0.56,0.81,0.5,0.5,0
311,David Branch,None,22,6,0,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,39,1.65,1.55,0.4,0.57,2.25,0.34,0.42,0
312,Diego Brandao,DB,24,11,0,"5' 7""",145 lbs.,"68""",Orthodox,27-May-87,33,2.94,3.38,0.47,0.62,3.21,0.68,0.8,0.6
313,Michael Bravo,None,7,4,0,NA,155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
314,Martin Bravo,El Toro,12,3,0,"5' 8""",145 lbs.,"71""",Southpaw,21-Sep-93,27,7.76,4.63,0.45,0.54,0,0,0.83,0
315,Tom Breese,None,11,2,0,"6' 3""",185 lbs.,"73""",Southpaw,26-Sep-91,29,3.61,2.65,0.49,0.63,0,0,0.72,0.4
316,Chris Brennan,The Westside Strangler,19,13,1,"5' 8""",170 lbs.,NA,Orthodox,12-Oct-71,49,0.6,0.97,0.4,0.5,0,0,0.25,2.1
317,Charlie Brenneman,The Spaniard,19,8,0,"5' 10""",155 lbs.,"72""",Orthodox,9-Feb-81,39,1.52,1.55,0.56,0.46,4.23,0.42,0.72,0
318,Robert Breslin,The Bullet,3,9,0,"5' 11""",155 lbs.,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
319,Mack Brewer,None,0,1,0,NA,205 lbs.,NA,NA,NA,0,0,6.67,0,0.36,0,0,0,0
320,Jason Brilz,Hitman,18,5,1,"5' 11""",205 lbs.,"71""",Orthodox,7-Jul-75,45,2.66,1.78,0.4,0.65,2.37,0.25,0.25,1.3
321,Marcus Brimage,The Bama Beast,7,5,0,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85,35,3.97,3.64,0.35,0.56,0.56,1,0.8,0
322,Aaron Brink,None,25,21,0,"6' 3""",205 lbs.,NA,Orthodox,12-Nov-74,46,3.49,5.71,0.42,0.57,0,0,0,0
323,Henry Briones,Bure,19,8,1,"5' 8""",135 lbs.,"69""",NA,22-Oct-80,40,3.69,4.79,0.42,0.55,0,0,0.45,0.4
324,Marcelo Brito,Jungle Boy,8,5,0,"6' 1""",170 lbs.,NA,Orthodox,27-Nov-77,43,0.6,3.53,0.2,0.55,0,0,0.5,0
325,Antwain Britt,The Juggernaut,11,5,0,"6' 1""",205 lbs.,"77""",NA,9-May-78,42,1.46,2.81,0.39,0.44,1.56,0.4,0.5,0
326,Drew Brokenshire,None,4,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
327,Mike Bronzoulis,The Greek,13,3,1,"6' 0""",155 lbs.,NA,NA,5-Jan-79,41,1.13,2.54,0.34,0.37,0,0,0.33,0
328,Jonathan Brookins,None,14,6,0,"6' 0""",145 lbs.,"73""",Southpaw,13-Aug-85,35,2.69,3.63,0.39,0.56,1.94,0.17,0.8,0.3
329,Will Brooks,Ill,18,4,0,"5' 10""",155 lbs.,"72""",Orthodox,8-Oct-86,34,4.26,2.54,0.59,0.56,2.08,0.51,0.82,0.3
330,CM Punk,CM Punk,0,2,0,"6' 1""",170 lbs.,"73""",Orthodox,26-Oct-78,42,0,8.96,0,0.37,0,0,0,0
331,Jarred Brooks,The Monkey God,14,2,0,"5' 3""",125 lbs.,"62""",Switch,2-May-93,27,1.9,1.67,0.43,0.62,6,0.63,0.66,0.5
332,Rob Broughton,The Bear,15,7,1,"6' 2""",265 lbs.,"74""",NA,3-Mar-83,37,2.83,2.54,0.6,0.51,0,0,0.26,3.2
333,Lee Brousseau,Manimal,5,3,0,"6' 1""",205 lbs.,NA,NA,4-Oct-74,46,0,0,0,0,0,0,0,0
334,Matt Brown,The Immortal,24,16,0,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,39,3.78,2.64,0.53,0.56,1.57,0.46,0.63,1.6
335,Mike Brown,None,26,9,0,"5' 6""",145 lbs.,"70""",Orthodox,8-Sep-75,45,2.98,2.45,0.44,0.6,3.23,0.4,0.66,0.6
336,Dominic Brown,None,14,21,0,"5' 11""",190 lbs.,NA,NA,4-Jun-82,38,0,0,0,0,0,0,0,0
337,Todd Brown,Bulldog,15,4,0,"5' 11""",205 lbs.,NA,Orthodox,13-Dec-76,44,2.15,3.85,0.45,0.48,0,0,0.5,0
338,Terrell Brown,None,3,1,0,NA,185 lbs.,NA,NA,13-Apr-83,37,0,0,0,0,0,0,0,0
339,Chris Brown,None,6,4,0,NA,170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
340,Frederick Brown,None,3,2,0,"6' 0""",235 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
341,Randy Brown,Rudeboy,12,3,0,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,30,2.96,2.41,0.45,0.53,0.87,0.4,0.78,0.7
342,Damien Brown,Beatdown,17,12,0,"5' 10""",155 lbs.,"68""",Orthodox,25-Dec-84,36,3.84,4.97,0.38,0.48,0.88,0.27,0.53,0.9
343,Humberto Brown,El Gato Negro,4,5,0,"5' 10""",145 lbs.,"71""",NA,3-Nov-84,36,1.71,2.19,0.5,0.62,1.43,0.25,0,0
344,Travis Browne,Hapa,18,7,1,"6' 6""",255 lbs.,"79""",Orthodox,17-Jul-82,38,2.93,4.31,0.41,0.42,1.21,0.68,0.75,0.2
345,Junie Browning,None,4,5,0,"5' 9""",155 lbs.,NA,Orthodox,12-May-84,36,3.76,1.76,0.48,0.66,3.53,0.66,0,3.5
346,Jules Bruchez,None,1,2,0,"6' 0""",205 lbs.,NA,Southpaw,16-Aug-77,43,0.69,5.52,0.5,0.46,0,0,0,0
347,Justin Bruckmann,Loaf,7,3,0,"5' 9""",170 lbs.,NA,Orthodox,NA,0,0.59,5.91,0.66,0.16,0,0,0.33,0
348,Steve Bruno,Hollywood,14,5,0,"5' 10""",170 lbs.,NA,Orthodox,3-Nov-81,39,0.96,3.38,0.52,0.36,1.94,0.25,0.46,0.4
349,Fernando Bruno,Acougueiro,16,4,0,"5' 6""",145 lbs.,"70""",NA,24-Feb-82,38,1.75,1.78,0.39,0.48,2.02,0.22,0.56,0.5
350,Derek Brunson,None,20,7,0,"6' 1""",185 lbs.,"77""",Southpaw,4-Jan-84,36,3.2,2.56,0.46,0.5,3,0.32,1,0.7
351,Josh Bryant,The Beast,12,1,0,"5' 10""",185 lbs.,NA,Orthodox,23-Apr-80,40,1.1,6.1,0.2,0.43,0,0,0,0
352,Dennis Bryant,The Beard,5,1,0,"6' 0""",205 lbs.,"72""",Orthodox,18-Oct-85,35,NA,NA,NA,NA,NA,NA,NA,NA
353,Justin Buchholz,None,12,6,0,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83,37,2.35,4.14,0.26,0.51,0,0,0.33,0.8
354,Zak Bucia,None,7,4,0,"5' 10""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
355,Courtney Buck,None,10,5,0,"5' 10""",135 lbs.,NA,Orthodox,19-Mar-82,38,1.49,3.24,0.28,0.54,0,0,0.33,0
356,Julia Budd,None,3,1,0,"5' 7""",145 lbs.,"67""",NA,4-Jul-83,37,3.4,0.81,0.76,0.47,2.43,0.62,0.83,0
357,Mike Budnik,None,11,4,0,"5' 9""",145 lbs.,"68""",Orthodox,8-Aug-74,46,0.65,0.95,0.52,0.53,0,0,0,3.4
